0,Q^2=9.7 GeV^2,,,E_beam = 8.4 GeV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run Number,Date,Start Time,End Time,Target,"Beam Current
 (uA)","SBS Current 
(A)","BigBite Current
(A)","BBCal
Threshold (mV)","HCal
Threshold (mV)",Gas Target Pressure (PSIA),Target Polarization [%] (most recent NMR),IHWP state (IN/OUT),Plots Ok and in log book?,Good run ?,"Number of Events
(M)",Trigger Rate [Hz],Charge (C),Charge Corrected for Polarization (C),Accumulated Charge Corrected (C),Accumulated Charge Uncorrected (C),Prescales,Purpose,Notes/Comments,Uncorrected Accumulated Charge (C) on Fringe (for target experts),,,,,,,,,,,,,,,,,,,,,
3698,1/21/2023,8:42,9:28,pol He3 cell,45,2100,750,-351,-26,,45.3,OUT,yes,yes,0.148,570,0.013,0.013,3.322,3.886,"ps1=0 ps3=0, ps5=6, else= -1",production,"TH is now all ON, beam erratc during run",,,,,,,,,,,,,,,,,,,,,,
3699,1/21/2023,,,pol He3 cell,45,2100,750,-351,-26,,45.3,OUT,no,junk,0.000,,0,0.000,3.322,3.886,"ps1=-1 ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3700,1/21/2023,10:02,10:20,pol He3 cell,45,2100,750,-351,-26,,45.3,OUT,no,junk,,,0,0.000,3.322,3.886,"ps1=-1 ps3=0, ps5=6, else= -1",production,end with daq err,,,,,,,,,,,,,,,,,,,,,,
3701,1/21/2023,10:27,11:13,pol He3 cell,40,2100,750,-351,-26,,45.3,OUT,yes,yes,0.160,82,0.092,0.093,3.415,3.978,"ps1=-1 ps3=0, ps5=6, else= -1",production,end for NMR ,,,,,,,,,,,,,,,,,,,,,,
3702,1/21/2023,11:21,13:00,pol He3 cell,40,2100,750,-351,-26,,48.8,OUT,yes,yes,0.389,85,0.22,0.259,3.674,4.198,"ps1=-1 ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3703,1/21/2023,13:02,14:18,pol He3 cell,40,2100,750,-351,-26,,48.8,OUT,yes,yes,0.264,85,0.149,0.175,3.849,4.347,"ps1=-1 ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3704,1/21/2023,14:22,16:08,pol He3 cell,40,2100,750,-351,-26,,45.8,OUT,yes,yes,0.459,85,0.254,0.263,4.112,4.601,"ps1=-1 ps3=0, ps5=6, else= -1",production,"A long and beatiful run, beam refuesed to trip in the end",,,,,,,,,,,,,,,,,,,,,,
3705,1/21/2023,16:08,17:18,pol He3 cell,40,2100,750,-351,-26,,45.8,OUT,yes,yes,0.238,85,0.135,0.140,4.252,4.736,"ps1=-1 ps3=0, ps5=6, else= -2",production,,,,,,,,,,,,,,,,,,,,,,,
3706,1/21/2023,17:24,17:47,pol He3 cell,40,2100,750,-351,-26,,45.4,OUT,yes,yes,0.017,85,0.008,0.008,4.260,4.744,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3707,1/21/2023,18:06,18:08,Junk,40,2100,750,-351,-26,,45.4,OUT,No,No,,85,,0.000,4.260,4.744,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3708,1/21/2023,18:10,18:38,pol He3 cell,40,2100,750,-351,-26,,45.4,OUT,yes,yes,0.073,85,0,0.000,4.260,4.744,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3709,1/21/2023,18:44,19:48,pol He3 cell,40,2100,750,-351,-26,,45.4,OUT,yes,yes,0.268,85,0.15,0.153,4.413,4.894,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3710,1/21/2023,19:52,21:03,pol He3 cell,40,2100,750,-351,-26,,45.4,OUT,yes,yes,0.282,85,0.16,0.163,4.576,5.054,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3711,1/21/2023,21:09,22:30,pol He3 cell,40,2100,750,-351,-26,,47.6,OUT,yes,yes,0.269,85,0.157,0.176,4.752,5.211,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3712,1/21/2023,22:31,23:33,pol He3 cell,40,2100,750,-351,-26,,47.6,OUT,yes,yes,0.246,85,0.138,0.154,4.906,5.349,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3713,1/21/2023,23:37,1:04,pol He3 cell,40,2100,750,-351,-26,,44.5,OUT,yes,yes,0.271,85,0.159,0.155,5.062,5.508,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3714,1/22/2023,1:06,2:35,pol He3 cell,40,2100,750,-351,-26,,44.5,OUT,yes,yes,0.290,85,0.171,0.167,5.229,5.679,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3715,1/22/2023,2:38,4:34,pol He3 cell,40,2100,750,-351,-26,,45.1,OUT,yes,yes,0.414,85,0.231,0.232,5.461,5.910,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3716,1/22/2023,4:36,5:34,pol He3 cell,40,2100,750,-351,-26,,45.1,OUT,yes,yes,0.227,85,0.127,0.128,5.588,6.037,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3717,1/22/2023,5:37,7:07,pol He3 cell,40,2100,750,-351,-26,,45.4,OUT,yes,yes,0.347,85,0.194,0.197,5.786,6.231,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3718,1/22/2023,7:09,8:27,pol He3 cell,40,2100,750,-351,-26,,45.4,OUT,yes,yes,0.085,85,0.058,0.059,5.845,6.289,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3719,1/22/2023,8:37,10:26,pol He3 cell,30,2100,750,-351,-26,,46.5,OUT,yes,yes,0.224,44,0.169,0.180,6.025,6.458,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3720,1/22/2023,10:27,10:47,pol He3 cell,30,2100,750,-351,-26,,46.5,OUT,,yes,0.027,43,0.021,0.022,6.048,6.479,"ps1=-1 ps3=0, ps5=6, else= -3",production,beam was off for most of run,,,,,,,,,,,,,,,,,,,,,,
3721,1/22/2023,11:07,11:27,pol He3 cell,30,2100,750,-351,-26,,46.5,OUT,,yes,0.011,43,0.009,0.010,6.057,6.488,"ps1=-1 ps3=0, ps5=6, else= -3",production,beam was off for most of run,,,,,,,,,,,,,,,,,,,,,,
3722,1/22/2023,13:32,14:35,pol He3 cell,30,2100,750,-351,-26,,46.9,OUT,yes,yes,0.152,45,0.114,0.124,6.181,6.602,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3723,1/22/2023,14:41,15:15,pol He3 cell,30,2100,750,-351,-26,,49.4,OUT,yes,yes,0.083,44,0.063,0.076,6.257,6.665,"ps1=-1 ps3=0, ps5=6, else= -3",production,end for daq problems,,,,,,,,,,,,,,,,,,,,,,ended with daq problems
3724,1/22/2023,,,pol He3 cell,30,2100,750,-351,-26,,49.4,OUT,,junk,,,,0.000,6.257,6.665,"ps1=-1 ps3=0, ps5=6, else= -3",production,daq problems,,,,,,,,,,,,,,,,,,,,,,daq problems
3725,1/22/2023,,,pol He3 cell,30,2100,750,-351,-26,,49.4,OUT,,junk,,,,0.000,6.257,6.665,"ps1=-1 ps3=0, ps5=6, else= -3",production,daq problems,,,,,,,,,,,,,,,,,,,,,,daq problems
3726,1/22/2023,,,pol He3 cell,30,2100,750,-351,-26,,49.4,OUT,,junk,,,,0.000,6.257,6.665,"ps1=-1 ps3=0, ps5=6, else= -3",production,daq problems,,,,,,,,,,,,,,,,,,,,,,daq problems
3727,1/22/2023,,,pol He3 cell,30,2100,750,-351,-26,,49.4,OUT,,junk,,,,0.000,6.257,6.665,"ps1=-1 ps3=0, ps5=6, else= -3",production,daq problems,,,,,,,,,,,,,,,,,,,,,,daq problems
3728,1/22/2023,,,pol He3 cell,30,2100,750,-351,-26,,49.4,OUT,,junk,,1,,0.000,6.257,6.665,"ps1=-1 ps3=0, ps5=6, else= -3",production,daq problems,,,,,,,,,,,,,,,,,,,,,,daq problems
3729,1/22/2023,16:03,17:33,pol He3 cell,30-35,2100,750,-351,-26,,49.4,OUT,yes,yes,0.186,48,0.134,0.161,6.419,6.799,"ps1=-1 ps3=0, ps5=6, else= -3",production,,,,,,,,,,,,,,,,,,,,,,,
3730,1/22/2023,20:26,20:54,pol He3 cell,35,2100,750,-351,-26,,48.2,OUT,yes,yes,0.061,50,0.042,0.048,6.467,6.841,"ps1=-1 ps3=0, ps5=6, else= -3",production,BB GEM G1-G3 tripped after 10k events or so.,,,,,,,,,,,,,,,,,,,,,,
3731,1/22/2023,20:56,22:03,pol He3 cell,40-45,2100,750,-351,-26,,48.2,OUT,yes,yes,0.242,"85 at 40, 125 at 45",0.132,0.151,6.618,6.973,"ps1=-1 ps3=0, ps5=6, else= -3",production,"no BB GEM from events 30-53k, GEM (xygem 2) also tripped twice when ramped to 45uA",,,,,,,,,,,,,,,,,,,,,,
3732,1/22/2023,22:05,23:22,pol He3 cell,45,2100,750,-351,-26,,48.2,OUT,yes,yes,0.328,125,0.163,0.187,6.805,7.136,"ps1=-1 ps3=0, ps5=6, else= -3",production,good run at 45uA,,,,,,,,,,,,,,,,,,,,,,
3733,1/22/2023,23:27,0:16,pol He3 cell,45,2100,750,-351,-26,,45.5,OUT,yes,yes,0.170,125,0.090,0.092,6.897,7.226,"ps1=-1 ps3=0, ps5=6, else= -3",production,"Some BB shower HVs tripped at the end, easy to see in 50k replay",,,,,,,,,,,,,,,,,,,,,,
3734,1/23/2023,0:21,,pol He3 cell,45,2100,750,-351,-26,,45.5,OUT,,junk,,125,,0.000,6.897,7.226,"ps3=0, ps5=6, else= -1",production,"CODA crash, good run otherwise, couldn't run getCharge, looks like some BB shower HVs still off",,,,,,,,,,,,,,,,,,,,,,
3737,1/23/2023,1:59,,pol He3 cell,45,2100,750,-351,-26,,45.5,OUT,"yes, except BB hv","yes, except BB HV",0.118,125,0.073,0.075,6.972,7.299,"ps3=0, ps5=6, else= -1",production,some BB shower HVs still off,,,,,,,,,,,,,,,,,,,,,,
3738,1/23/2023,3:12,3:52,pol He3 cell,45,2100,750,-351,-26,,45.9,OUT,yes,yes,0.022,125,0.106,0.110,7.082,7.405,"ps3=0, ps5=6, else= -1",production,"GEM HV trip, end run",,,,,,,,,,,,,,,,,,,,,,
3739,1/23/2023,4:21,5:32,pol He3 cell,45,2100,750,-351,-26,,45.9,OUT,yes,yes,0.363,125,0.175,0.182,7.264,7.580,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3740,1/23/2023,5:34,6:46,pol He3 cell,45,2100,750,-351,-26,,45.9,OUT,yes,yes,0.328,125,0.164,0.171,7.435,7.744,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3741,1/23/2023,6:52,8:28,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,yes,yes,0.326,125,0.168,0.173,7.607,7.912,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3742,1/23/2023,8:30,8:47,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,No,yes,0.044,125,0.027,0.028,7.635,7.939,"ps3=0, ps5=6, else= -1",production,DAQ crash on ROC 17,,,,,,,,,,,,,,,,,,,,,,
3743,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,,junk,,,,0.000,7.635,7.939,"ps3=0, ps5=6, else= -1",production,daq problems,,,,,,,,,,,,,,,,,,,,,,
3744,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,,junk,,,,0.000,7.635,7.939,"ps3=0, ps5=6, else= -1",production,daq problems,,,,,,,,,,,,,,,,,,,,,,
3745,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,,junk,,,,0.000,7.635,7.939,"ps3=0, ps5=6, else= -1",production,daq problems,,,,,,,,,,,,,,,,,,,,,,
3746,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,,junk,,,,0.000,7.635,7.939,"ps3=0, ps5=6, else= -1",production,daq problems,,,,,,,,,,,,,,,,,,,,,,
3747,1/23/2023,9:44,10:09,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,no,yes,0.018,,0.010,0.010,7.645,7.949,"ps3=0, ps5=6, else= -1",production,beam down,,,,,,,,,,,,,,,,,,,,,,
3748,1/23/2023,13:51,15:17,pol He3 cell,45,2100,750,-351,-26,,48.4,OUT,yes,yes,0.308,125,0.163,0.189,7.834,8.112,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3749,1/23/2023,15:19,16:20,pol He3 cell,45,2100,750,-351,-26,,48.4,OUT,yes,yes,0.256,125,0.127,0.147,7.981,8.239,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3750,1/23/2023,16:28,17:22,pol He3 cell,45,2100,750,-351,-26,,47.8,OUT,yes,yes,0.175,125,0.091,0.103,8.084,8.330,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3751,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,47.8,OUT,,junk,,,,0.000,8.084,8.330,"ps3=0, ps5=6, else= -1",production,daq problem,,,,,,,,,,,,,,,,,,,,,,
3752,1/23/2023,17:27,18:18,pol He3 cell,45,2100,750,-351,-26,,47.8,OUT,yes,yes,0.205,125,0.102,0.115,8.199,8.432,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3753,1/23/2023,18:21,18:46,pol He3 cell,45,2100,750,-351,-26,,47.8,OUT,yes,Maybe,0.114,125,0.058,0.066,8.264,8.490,"ps3=0, ps5=6, else= -1",production,HCal has HV isues during this run. Data might still be good,,,,,,,,,,,,,,,,,,,,,,
3754,1/23/2023,18:48,19:31,pol He3 cell,45,2100,750,-351,-26,,47.8,OUT,yes,yes,0.114,125,0.063,0.071,8.335,8.553,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3755,1/23/2023,19:36,20:42,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,yes,yes,0.302,125,0.152,0.156,8.491,8.705,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3756,1/23/2023,20:43,21:36,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,yes,yes,0.264,125,0.129,0.132,8.624,8.834,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3757,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,,junk,,,,0.000,8.624,8.834,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3758,1/23/2023,21:41,22:31,pol He3 cell,45,2100,750,-351,-26,,45.6,OUT,yes,yes,0.300,125,0.143,0.147,8.771,8.977,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3759,1/23/2023,22:37,23:31,pol He3 cell,45,2100,750,-351,-26,,44.9,OUT,yes,yes,0.275,125,0.133,0.132,8.903,9.110,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3760,1/23/2023,,,pol He3 cell,45,2100,750,-351,-26,,44.9,OUT,,junk,,,,0.000,8.903,9.110,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3761,1/23/2023,22:36,0:05,pol He3 cell,45,2100,750,-351,-26,,44.9,OUT,yes,yes,0.134,120,0.065,0.065,8.968,9.175,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3762,1/24/2023,0:09,1:25,pol He3 cell,45,2100,750,-351,-26,,44.9,OUT,yes,yes,0.362,120,0.177,0.176,9.144,9.352,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3763,1/24/2023,1:29,3:02,pol He3 cell,45,2100,750,-351,-26,,44.9,OUT,yes,yes,0.472,120,0.229,0.228,9.372,9.581,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3764,1/24/2023,3:04,4:04,pol He3 cell,45,2100,750,-351,-26,,44.9,OUT,yes,yes,0.279,120,0.136,0.135,9.507,9.717,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3765,1/24/2023,4:07,5:46,pol He3 cell,45,2100,750,-351,-26,,45.1,OUT,yes,yes,0.377,120,0.185,0.186,9.693,9.902,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3766,1/24/2023,5:47,7:04,pol He3 cell,45,2100,750,-351,-26,,45.1,OUT,yes,yes,0.365,120,0.177,0.178,9.871,10.079,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3767,1/24/2023,7:05,8:36,pol He3 cell,45,2100,750,-351,-26,,45.4,OUT,yes,yes,0.316,120,0.155,0.158,10.029,10.234,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3773,1/24/2023,15:48,16:05,carbon hole,20,2100,750,-351,-26,,45.4,OUT,yes,yes,0.742,,,,,,"p1=0, else -1",beam restoration,,,,,,,,,,,,,,,,,,,,,,,
3774,1/24/2023,16:08,16:09,pol He3 cell,20,2100,750,-351,-26,,45.4,OUT,,junk,-,,,,,,"ps3=0, ps5=6, else= -1",production,daq problem,,,,,,,,,,,,,,,,,,,,,,
3775,1/24/2023,16:12,16:20,pol He3 cell,20,2100,750,-351,-26,,45.4,OUT,,,0.005,25,,,,,"ps3=0, ps5=6, else= -1",production,stopped early as MCC need to take the beam away,,,,,,,,,,,,,,,,,,,,,,
3776,1/24/2023,19:19,19.23,carbon hole,10,2100,750,-351,-26,,50.8,OUT,yes,yes,0.772,,,,,,"p1=0, else -1",beam restoration,,,,,,,,,,,,,,,,,,,,,,,
3777,1/24/2023,19:41,20:12,pol He3 cell,20,2100,750,-351,-26,,50.8,OUT,,,0.026,25,0.028,0.036,10.064,10.262,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3778,1/24/2023,21.02,21:23,carbon hole,10,2100,750,-351,-26,,50.8,OUT,yes,yes,0.125,25,,,,,"p1=0, else -1",beam checkout,,,,,,,,,,,,,,,,,,,,,,,
3779,1/24/2023,22:35,22:43,carbon hole,10,2100,750,-200,-26,,50.8,OUT,yes,yes,1.006,,,,,,"p1=0, else -1",beam checkout,,,,,,,,,,,,,,,,,,,,,,,
3780,1/24/2023,22:49,22:55,pol He3 cell,20,2100,750,-200,-26,,50.8,OUT,,junk,,,,,,,"ps3=0, ps5=6, else= -1",production,wrong prescales,,,,,,,,,,,,,,,,,,,,,,
3781,1/24/2023,22:58,23:02,pol He3 cell,20,2100,750,-200,-26,,50.8,OUT,,junk,,,,,,,"ps3=0, ps5=6, else= -1",production,stopped to change prescales,,,,,,,,,,,,,,,,,,,,,,
3782,1/24/2023,23:04,23:20,pol He3 cell,20,2100,750,-200,-26,,50.8,OUT,yes,yes,0.175,200,0.020,0.025,10.090,10.282,"ps1=0, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3783,1/24/2023,23:22,23:38,pol He3 cell,35,2100,750,-200,-26,,50.8,OUT,yes,yes,0.141,200,0.016,0.020,10.110,10.298,"ps1=0, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3784,1/24/2023,23:40,0:40,pol He3 cell,45,2100,750,-200,-26,,50.8,OUT,yes,yes,0.286,200,0.146,0.186,10.296,10.444,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3785,1/25/2023,0:43,0:44,pol He3 cell,45,2100,750,-351,-26,,50.8,OUT,no,yes,very little,200,0.000,0.000,10.296,10.444,"ps3=0, ps5=6, else= -1",very short,"decided to do NMR, so we aborted after 1 minute.  very short run but nothing went wrong.",,,,,,,,,,,,,,,,,,,,,,
3786,1/25/2023,0:53,1:10,pol He3 cell,45,2100,750,-351,-26,,50.8,OUT,yes,yes,0.070,103,0.042,0.054,10.350,10.486,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3787,1/25/2023,1:15,1:40,pol He3 cell,45,2100,750,-350,-26,,50.8,OUT,yes,yes,0.040,105,0.027,0.034,10.384,10.513,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3788,1/25/2023,1:41,2:45,pol He3 cell,45,2100,750,-350,-26,,50.8,OUT,yes,yes,0.238,105,0.127,0.162,10.546,10.640,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3789,1/25/2023,2:47,3:47,pol He3 cell,45,2100,750,-350,-26,,50.8,OUT,yes,yes,0.266,100,0.139,0.177,10.723,10.779,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3790,1/25/2023,3:49,4:09,pol He3 cell,45,2100,750,-350,-26,,50.8,OUT,yes,yes,0.060,100,0.033,0.042,10.765,10.812,"ps3=0, ps5=6, else= -1",production,end a bit early to do NMR,,,,,,,,,,,,,,,,,,,,,,
3791,1/25/2023,4:11,5:12,pol He3 cell,45,2100,750,-350,-26,,46.6,OUT,yes,yes,0.173,105,0.097,0.104,10.869,10.909,"ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3792,1/25/2023,5:15,6:00,pol He3 cell,40,2100,750,-350,-26,,46.6,OUT,no,ok,0.018,25-100,0.012,0.013,10.882,10.921,"ps3=0, ps5=6, else= -1",production,not much beam,,,,,,,,,,,,,,,,,,,,,,
3793,1/25/2023,6:04,6:06,pol He3 cell,40,2100,750,-350,-26,,46.6,OUT,,junk,,,,0.000,10.882,10.921,"ps3=0, ps5=6, else= -1",,bbgebROC19 failed at start of run,,,,,,,,,,,,,,,,,,,,,,
3794,1/25/2023,6:08,7:00,pol He3 cell,40,2100,750,-350,-26,,46.6,OUT,yes,iffy,0.013,25-100,0.008,0.009,10.890,10.929,"ps3=0, ps5=6, else= -1",production,not much beam,,,,,,,,,,,,,,,,,,,,,,
3795,1/25/2023,7:08,8:14,pol He3 cell,40,2100,750,-350,-26,,47.6,OUT,no,no,0.017,1-10,0.002,0.002,10.893,10.931,"ps3=0, ps5=6, else= -1",production,very little beam,,,,,,,,,,,,,,,,,,,,,,
3796,1/25/2023,9:50,10:15,pol He3 cell,20,2100,750,-350,-26,,36.5,OUT,yes,yes,0.014,1-8,0.013,0.009,10.901,10.944,"ps3=0, ps5=6, else= -1",production,"had 20 uA on and off, ended for carbon hole beam",,,,,,,,,,,,,,,,,,,,,,
3801,1/25/2023,14:58,16:15,carbon hole,10,2100,750,-200,-26,,45.9,OUT,no,no,0.985,,0.004,0.004,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,MCC trying for high current on carbon hole tgt,,,,,,,,,,,,,,,,,,,,,,
3802,1/25/2023,16:19,17:10,carbon hole,20,2100,750,-200,-26,,45.9,OUT,no,no,2.356,,0.013,0.014,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,MCC trying for high current on carbon hole tgt,,,,,,,,,,,,,,,,,,,,,,
3803,1/25/2023,17:12,17:40,carbon hole,20,2100,750,-200,-26,,45.9,OUT,no,no,2.561,,0.200,0.208,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,MCC trying for high current on carbon hole tgt,,,,,,,,,,,,,,,,,,,,,,
3804,1/25/2023,19:52,,carbon hole,10,2100,750,-200,-26,,47.8,OUT,,junk,,,0.003,0.003,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,"DAQ crash, hcalROC17 error",,,,,,,,,,,,,,,,,,,,,,
3805,1/25/2023,,,carbon hole,0,2100,750,-200,-26,,47.8,OUT,,junk,,,,0.000,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,"DAQ crash, hcalROC17 error",,,,,,,,,,,,,,,,,,,,,,
3806,1/25/2023,20:21,,carbon hole,0,2100,750,-200,-26,,47.8,OUT,,junk,,,,0.000,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,DAQ test,,,,,,,,,,,,,,,,,,,,,,
3809,1/25/2023,22:02,22:05,carbon hole,10,2100,750,-200,-26,,47.8,OUT,yes,yes,0.381,2.5,0.002,0.002,10.901,10.944,"ps1=0, ps3=0, ps5=6, else= -1",beam tuning,Raster check,,,,,,,,,,,,,,,,,,,,,,
3810,1/25/2023,23:52,0:52,pol He3 cell,40,2100,750,-350,-26,,50.2,OUT,yes,yes,0.200,75,0.119,0.148,11.049,11.063,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3811,1/26/2023,0:56,2:00,pol He3 cell,40,2100,750,-350,-26,,50.2,OUT,yes,yes,0.196,75,0.118,0.147,11.196,11.181,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3812,1/26/2023,2:03,3:16,pol He3 cell,20-40,2100,750,-350,-26,,50.2,OUT,yes ,yes,0.069,30-75,0.047,0.058,11.255,11.228,"ps1=-1, ps3=0, ps5=6, else= -1",production,beam was intermittent,,,,,,,,,,,,,,,,,,,,,,
3813,1/26/2023,3:24,4:53,pol He3 cell,40,2100,750,-350,-26,,48.8,OUT,yes,yes,0.131,75,0.081,0.095,11.350,11.309,"ps1=-1, ps3=0, ps5=6, else= -1",production,stopped the run for beam tuning/ 50k replay looks okay but the 200k replay NOT,,,,,,,,,,,,,,,,,,,,,,
3814,1/27/2023,7:09,7:19,carbon hole,,,,,,,,,,,,,,,,,,,beam checkout,,,,,,,,,,,,,,,,,,,,,,
3815,1/27/2023,8:41,9:21,pol He3 cell,35,2100,750,-350,-26,,48,OUT,no,yes,0.040,75,0.026,0.029,11.379,11.335,"ps1=-1, ps3=0, ps5=6, else= -1",production,stop the run because beam has been down for +30 min,,,,,,,,,,,,,,,,,,,,,,
3816,1/27/2023,,,pol He3 cell,,,,,,,,,,,,,0.000,0,,,,junk,DAQ BB HodoROC5 error,,,,,,,,,,,,,,,,,,,,,,
3817,1/27/2023,,,pol He3 cell,,,,,,,,,,,,,0.000,0,,,,junk,DAQ BB HodoROC5 error,,,,,,,,,,,,,,,,,,,,,,
3818,1/27/2023,,,pol He3 cell,,,,,,,,,,,,,0.000,0,,,,junk,DAQ BB HodoROC5 error,,,,,,,,,,,,,,,,,,,,,,
3819,1/27/2023,,,pol He3 cell,,,,,,,,,,,,,0.000,0,,,,junk,DAQ BB HodoROC5 error,,,,,,,,,,,,,,,,,,,,,,
3820,1/27/2023,,,pol He3 cell,,,,,,,,,,,,,0.000,0,,,,junk,DAQ BB HodoROC5 error,,,,,,,,,,,,,,,,,,,,,,
3821,1/27/2023,,,pol He3 cell,,,,,,,,,,,,,0.000,0,,,,junk,DAQ BB HodoROC5 error,,,,,,,,,,,,,,,,,,,,,,
3822,1/27/2023,11:13,11:46,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.075,115,0.040,0.050,11.429,11.375,"ps1=-1, ps3=0, ps5=6, else= -1",production,stop the run because the beam was down fo 30 min,,,,,,,,,,,,,,,,,,,,,,
